book_title,book_author,book_translator,book_pub_date,book_isbn
전문가를 위한 C++(개정3판),마크 그레고리 ,권오인 ,2016-11-04,9788968484858
아마존 웹 서비스 인 액션,"안드레아스 비티히, 미하엘 비티히 ",모파상(백영상) ,2017-05-01,9788968483585
처음 배우는 암호화,장필리프 오마송 ,류광 ,2018-07-20,9791162240977
BPF로 리눅스 관측 가능성 향상하기,"데이비드 칼라베라 , 로렌초 폰타나 ",류광 ,2020-05-01,9791162243053
컨테이너 보안,리즈 라이스 ,류광 ,2021-02-01,9791162243923
머신러닝 디자인 패턴,"발리아파 락슈마난 , 세라 로빈슨 , 마이클 먼 ","맹윤호 , 임지순 ",2021-11-01,9791162244845
"IT CookBook, 데이터베이스 관리와 실습(개정판) : MS SQL Server 2008",손광수 ,,2013-07-02,9788998756468
"IT CookBook, 데이터베이스 기초와 실습 : 액세스 2013",김지연 ,,2015-12-28,9791156642404
DirectX 12를 이용한 3D 게임 프로그래밍 입문,프랭크 D. 루나 ,류광 ,2017-05-25,9788968487798
bash를 활용한 사이버 보안 운영,"폴 트론코네 , 칼 앨빙 ",류광 ,2020-03-02,9791162242810
"IT CookBook, 데이터베이스 개론",김연희 ,,2013-07-03,9788998756253
예제로 배우는 블록체인,"벨라이 바드르 , 리처드 호록스 , 쉰 (브라이언) 우 ",류광 ,2019-09-01,9791162242179
MongoDB 활용 가이드: 스케일링과 50가지 팁,크리스티나 초도로우 ,이진석 ,2011-12-09,9788979148862
이것이 C++이다,최호성 ,,2016-01-19,9788968482465
"IT CookBook, 오라클로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 , 이현룡 ",,2014-06-19,9791156641186
"IT CookBook, 빅데이터 컴퓨팅 기술","박두순 , 문양세 , 박영호 , 윤찬현 , 정영식 , 장형석 ",,2014-06-24,9791156641148
실무자가 말하는 모의해킹,조정원 ,,2017-09-11,9788968488757
오픈스택 인 액션,코디 범가드너 ,"강재준, 신원석, 오성근, 이준섭, 조영준 ",2016-10-01,9788968484865
네트워크 보안 시스템 구축과 보안 관제,장상근 ,,2016-08-16,9788968488320
뇌를 자극하는 C++ STL,공동환 ,,2012-04-26,9788979149135
모던 자바스크립트 핵심 가이드,알베르토 몬탈레시 ,"임지순 , 권영재 ",2021-05-14,9791162244289
OpenGL Super Bible(개정6판),"그라함 샐러스 , 리처드 S. 라이트 주니어 , 니콜라스 히멜 ","이중기 , 최지호 ",2015-07-23,9788968482045
하이퍼레저 블록체인 개발,"니틴 가워 , 뤼크 데로지에르 , 벤카트라만 라마크리슈나 , 페트르 노보트니 , 살만 바셋 , 앤서니 오다우드 ","임지순 , 이대승 ",2019-02-04,9791162241462
회사에서 바로 통하는 파워포인트 2010,"이상훈 , 김연희 ",,2011-05-03,9788979148015
코드로 인프라 관리하기,키프 모리스 ,강재준 ,2017-03-01,9788968483431
매니징 쿠버네티스,"브렌던 번스 , 크레이그 트레이시 ",오성근 ,2019-06-05,9791162241929
유니티로 배우는 게임 수학,구부키 류이치 ,김성재 ,2016-08-01,9788968485008
핸즈온 해킹,"매슈 히키 , 제니퍼 아커리 ",류광 ,2021-09-27,9791162244746
"IT CookBook, 데이터베이스 기초와 실습 : 액세스 2010",김지연 ,,2013-08-21,9788998756369
"게임 개발자를 위한 물리(개정2판) : 차량, 스포츠, 폭발, 모바일 등 게임 물리의 모든 것","브라이언 비발레츠 , 데이비드 버그 ","Pope Kim , 이정훈 , 문정균 ",2014-12-26,9788968481550
회사에서 바로 통하는 액세스 2010,김재훈 ,,2011-01-05,9788979147841
회사에서 바로 통하는 액세스 2007,김재훈 ,,2008-01-28,9788979145359
비박스 환경을 활용한 웹 모의해킹 완벽 실습,"조정원 , 이승준 , 김영선 , 최일선 , 이선경 , 이해인 ",,2016-09-09,9788968488412
MongoDB 완벽 가이드 : NoSQL의 진수를 만나다!,"크리스티나 초도로우 , 마이클 디롤프 ",윤진석 ,2011-05-19,9788979148251
전문가를 위한 C++ : C++ 11을 대하는 유쾌한 방법(개정판 2권),"마크 그레고리 , 니콜라스 솔터 , 스캇 클레퍼 ",권오인 ,2013-10-17,9788968480393
워드프레스 플러그인 취약점 진단과 모의해킹,"조정원 , 유희만 ",,2015-07-10,9788968487699
함수형 자바스크립트,루이스 아텐시오 ,이일웅 ,2018-02-01,9791162240427
마이크로서비스 아키텍처 구축,샘 뉴먼 ,정성권 ,2017-03-01,9788968483417
게임 프로그래밍 패턴,로버트 나이스트롬 ,박일 ,2016-06-01,9788968482878
뇌를 자극하는 C++ 프로그래밍,이현창 ,,2006-07-06,8979144199
마이크로서비스 아키텍처 구축,샘 뉴먼 ,정성권 ,2017-03-01,9788968483417
버프스위트 활용과 웹 모의해킹,"조정원 , 김명근 , 조승현 ",,2015-09-24,9788968487705
처음 시작하는 AWS 람다,매튜 풀러(Matthew Fuller) ,"문경식, 신원석, 오성근, 조영준 ",2016-09-01,9788968488290
스위프트 프로그래밍,야곰 ,,2017-01-02,9788968484667
클라우드 핀옵스,"J. R. 스토먼트 , 마이크 풀러 ",오성근 ,2020-12-01,9791162243633
DBD 공격과 자바스크립트 난독화로 배우는 해킹의 기술,최우석 ,,2016-08-05,9788968488276
엑셀 2010 바이블,최준선 ,,2011-09-28,9788979148541
Docker로 PaaS 구성하기,오스카 하네 ,이기곤 ,2016-05-26,9788968488214
Hello Coding 프로그래밍,Pope Kim ,,2018-01-02,9791162240342
이것이 iOS다,송종근 ,,2016-11-29,9788968484759
테크니컬 아티스트를 위한 최고의 교과서 : 내공 있는 CG 아티스트로 이끌어주는 체계적인 입문서,"카츠라 요스케 , 요츠쿠라 타츠오 , 마크 살바티 ",서재우 ,2014-05-16,9788968481017
"iOS 7 핵심 노트 : Xcode 5, 플랫 UI, API 중심으로 살펴보는 iOS 7",야곰 ,,2013-12-31,9788968486579
러닝 HTTP/2,"스티븐 루딘 , 하비에르 가르사 ",강재준 ,2018-01-22,9791162240434
Head First Physics : 생생한 게임 개발에 꼭 필요한 물리 이야기,헤더 랭 ,홍형경 ,2010-02-02,9788979147285
"IT CookBook for Beginner, C++ 기초","신호철 , 조인현 ",,2013-08-13,9788998756475
"도커 오케스트레이션 : 애플리케이션 빌드, 테스트, 배포의 통합 관리",슈리크리슈나 홀라 ,이기곤 ,2015-12-10,9788968487934
함수형 사고,닐 포드 ,김재완 ,2016-06-23,9788968482960
만들면서 배우는 Swift : 스위프트로 시작하는 iOS 개발,야곰 ,,2014-11-12,9788968486753
"이것이 레디스다 : 초고속 읽기 쓰기를 제공하는 인메모리 기반 NoSQL, Redis",정경석 ,,2013-11-28,9788968480591
초보자를 위한 유니티 5 입문 : 설치에서 3D와 2D 게임까지,"아라카와 다쿠야 , 아사노 유이치 ",윤준 ,2016-01-19,9788968482502
만들면서 배우는 언리얼 게임 프로그래밍 : 횡 스크롤 액션 게임 + 타워 디펜스 TPS 액션 게임,"오사와 료스케 , 이즈카 켄스케 ",윤준 ,2015-04-27,9788968481956
Hello Coding 파이썬,윤인성 ,,2018-01-02,9791162240274
"You Don’t Know JS : this와 객체 프로토타입, 비동기와 성능",카일 심슨 ,이일웅 ,2017-07-26,9788968488535
하루 만에 배우는 도커,나카이 에츠지 ,김성재 ,2016-01-22,9788968487965
CxO가 알아야 할 정보보안,강은성 ,,2015-02-26,9788968487514
전문가를 위한 C++ : C++ 11을 대하는 유쾌한 방법(개정판 1권),"마크 그레고리 , 니콜라스 솔터 , 스캇 클레퍼 ",권오인 ,2013-10-17,9788968480386
"IT CookBook, 엑셀 2010 실무와 활용",전미진 ,,2014-02-24,9788998756802
생각하며 배우는 대학물리학,이기영 ,,2012-01-05,9788979148978
"IT CookBook, C C++ 프로그래밍 : 프로그래밍 기초와 객체지향",김동근 ,,2013-03-12,9788998756086
FFmpeg 라이브러리 : 코덱과 영상 변환을 중심으로,이기곤 ,,2015-08-13,9788968487729
스프링 5 레시피(4판),"마틴 데니엄(Marten Deinum) , 다니엘 루비오(Daniel Rubio) , 조시 롱(Josh Long) ",이일웅 ,2018-09-01,9791162241035
타라 아트(TAHRA ART),김경환(Tahra) ,,2013-07-28,9788968480355
게임 컨셉 아트 디자인 북 : 디지털 드로잉부터 게임 배경 원화 제작까지,안홍일 ,,2014-06-24,9788968481062
만들면서 배우는 유니티 게임 프로그래밍 : 3D 액션 대전 게임 + NGUI 2.5D 러닝 게임,송용성 ,,2014-09-02,9788968481246
학교에서 알려주지 않는 17가지 실무 개발 기술,이기곤 ,,2020-04-16,9791162242988
"Head First Python, 개정판",폴 배리 ,우정은 ,2017-12-04,9791162240281
코드의 재사용과 높은 수준의 테스팅을 원한다면 : 함수형 길들이기,조슈아 백필드 ,이일웅 ,2015-03-26,9788968487439
게임을 움직이는 기술과 발상 : 코드 한 줄 없이 익히는 게임 개발 리얼 다큐,도마에 요시키 ,고승희 ,2014-12-26,9788968481543
"IT CookBook, C++ 하이킹 : 객체지향과 만나는 여행","성윤정 , 김태은 ",,2013-06-19,9788998756215
CxO가 알아야 할 정보보안,강은성 ,,2015-01-05,9788968487613
생각하며 배우는 대학물리학,이기영 ,,2018-02-02,9791156643784
You Don’t Know JS : 스코프와 클로저,카일 심슨(Kyle Simpson) ,최병현 ,2014-08-29,9788968486333
팀장부터 CEO까지 알아야 할 기업 정보보안 가이드,강은성 ,,2022-01-03,9791162245064
회사에서 바로 통하는 엑셀 파워포인트 워드 2016 한글 NEO + 원노트,"전미진 , 이화진 , 신면철 ",,2016-10-21,9788968484889
You Don’t Know JS : 타입과 문법,카일 심슨(Kyle Simpson) ,이일웅 ,2015-05-26,9788968487507
유니티로 게임을 만드는 10가지 방법 : 장르별 게임 알고리즘 가이드,가토 마사키 ,고승희 ,2014-03-17,9788968480874
타라아트2,김경환 ,,2016-05-03,9788968482816
회사에서 바로 통하는 엑셀&파워포인트 2016,"전미진 , 이화진 ",,2017-07-07,9788968483332
"You Don’t Know JS : 타입과 문법, 스코프와 클로저",카일 심슨 ,"이일웅 , 최병현 ",2017-07-01,9788968488528
나의 첫 파이썬,에릭 마테스 ,한선용 ,2017-05-01,9788968483561
회사에서 바로 통하는 엑셀+파워포인트 2016&한글 NEO,"전미진 , 이화진 , 신면철 ",,2017-07-12,9788968483363
"IT CookBook, 초보자의 첫 번째 엑셀 2010",양숙희 ,,2013-03-12,9788998756109
로그를 사랑해 : 데이터 처리/통합/시스템 구축을 위한 로그,제이 크렙스 ,이일웅 ,2015-01-30,9788968487309
"게임 만드는 사람들의 리얼 수다 : 개발 경력 도합 150년, 게임 개발자 17인을 만나다",박민영 ,,2014-11-27,9788968481437
"IT CookBook, C++ 프로그래밍 기초 : 객체지향의 시작","성윤정 , 김태은 ",,2014-03-12,9791156641049
회사에서 바로 통하는 엑셀+파워포인트+워드 2016&한글 NEO&윈도우 10,"전미진 , 이화진 , 신면철 , 박광수 ",,2018-02-05,9791162240267
회사에서 바로 통하는 엑셀+파워포인트 2016&한글 NEO&윈도우 10,"전미진 , 이화진 , 신면철 , 박광수(아크몬드) ",,2018-01-02,9791162240250
회사에서 바로 통하는 한글 NEO FOR STARTERS,신면철 ,,2017-06-28,9788968488092
자바 프로젝트 필수 유틸리티,"쇼다 츠야노 , 전민수 ",배효진 ,2018-05-01,9791162240700
회사에서 바로 통하는 엑셀+파워포인트+워드 2013 & 한글 2014 & 윈도우 10,"전미진 , 이화진 , 신면철 , 박광수(아크몬드) ",,2016-03-28,9788968482731
회사에서 바로 통하는 엑셀 실무 강의,전미진 ,,2018-08-30,9791162241004
회사에서 바로 통하는 실무 엑셀 최강 업무 활용법,전미진 ,,2019-11-30,9791162242292
빅데이터 처리를 위한 웹 개발 노하우 MongoDB와 PHP,스티브 프랜시아 ,최병현 ,2013-01-07,9788979149951
"자바 프로젝트 필수 유틸리티: Maven, TeamCity, Subversion, Trac",박재성 ,,2009-03-09,9788979146646
회사에서 바로 통하는 엑셀+파워포인트+워드 2013(개정판),"전미진 , 이화진 , 신면철 ",,2014-10-28,9788968481369
회사에서 바로 통하는 엑셀+파워포인트+워드 2013 & 한글 2014,"전미진 , 이화진 , 신면철 ",,2015-05-19,9788968481949
"IT CookBook, 초보자의 첫 번째 한글 2010",양숙희 ,,2014-08-01,9791156641124
게임 디자인 레벨업 가이드(개정2판) : 유저가 열광하는 위대한 게임을 만드는 기획,스콧 로저스 ,"정하율 , 강권학 , 김경태 , 우정은 ",2015-12-02,9788968482380
위대한 게임 위대한 기획자,"박찬일 , 최기운 ",,2014-07-14,9788968481130
회사에서 바로 통하는 파워포인트 FOR STARTERS(개정판),이화진 ,,2022-06-10,9791162245712
회사에서 바로 통하는 엑셀 실무 강의,전미진 ,,2016-09-08,9788968484919
회사에서 바로 통하는 엑셀 파워포인트 워드 2016 + 원노트,"전미진 , 이화진 , 신면철 ",,2016-09-30,9788968484926
스프링4 입문,"하세가와 유이치 , 오오노 와타루 , 토키 코헤이 ","권은철 , 전민수 ",2017-11-01,9791162240212
팀을 위한 Git,엠마 제인 호그빈 웨스트비 ,최병현 ,2016-09-01,9788968488337
회사에서 바로 통하는 엑셀 2016 FOR STARTERS,전미진 ,,2017-03-15,9788968483455
"IT CookBook, 엑셀 2013 for Beginner",양숙희 ,,2014-11-28,9791156641407
"Blog2Book, 고객을 사로잡는 매력적인 제안서와 창의적인 제안팀 이야기","류현주 , 박민영 ",,2009-03-04,9788979146608
회사에서 바로 통하는 엑셀 2016,한은숙 ,,2017-07-05,9788968483356
회사에서 바로 통하는 파워포인트 2016 FOR STARTERS,이화진 ,,2017-04-14,9788968483462
"IT CookBook, 한글 2014 for Beginner",양숙희 ,,2014-12-04,9791156641414
스프링4 입문,"하세가와 유이치 , 오오노 와타루 , 토키 코헤이 ","권은철 , 전민수 ",2017-11-01,9791162240212
세가의 신입 사원 교육 과정에서 배우는 게임 프로그래밍의 정석,히라야마 타카시 ,김성훈 ,2012-02-25,9788979148992
회사에서 바로 통하는 한글 2014,신면철 ,,2015-02-27,9788968481734
"IT CookBook, 컴퓨터 활용 : 윈도우 7, 한글 2010, 엑셀 2010, 파워포인트 2010","김주영 , 정영준 ",,2013-03-20,9788998756154
회사에서 바로 통하는 엑셀 함수 실무 강의,"김경자 , 송선영 ",,2017-05-31,9788968488054
실전 스프링 부트 워크북,펠리페 구티에레스 ,이일웅 ,2017-06-01,9788968487590
회사에서 바로 통하는 엑셀 2013,한은숙 ,,2014-07-09,9788968481079
실전 스프링 부트 워크북,펠리페 구티에레스 ,이일웅 ,2017-06-01,9788968487590
회사에서 바로 통하는 파워포인트 FOR STARTERS,이화진 ,,2020-05-07,9791162243107
만들면서 배우는 Git+GitHub 입문,윤웅식 ,,2015-08-10,9788968482021
"IT CookBook, 엑셀 2013 : 기본 기능부터 실무 활용까지",하숙정 ,,2015-02-16,9791156641506
회사에서 바로 통하는 파워포인트 2013,전상오 ,,2014-11-25,9788968481413
"회사에서 바로 통하는 실무 엑셀+파워포인트+워드&한글(모든 버전 사용 가능, 개정판)","전미진 , 이화진 , 신면철 ",,2022-05-27,9791162245699
회사에서 바로 통하는 엑셀 데이터 활용+분석,"김경자 , 송선영 ",,2016-06-30,9788968482823
회사에서 바로 통하는 엑셀 2013 & 한글 2014,"전미진 , 신면철 ",,2015-06-28,9788968482076
크리스 크로퍼드의 인터랙티브 스토리텔링,크리스 크로퍼드 ,최향숙 ,2015-12-01,9788968482403
회사에서 바로 통하는 돋보이는 기획서,이시오카 히로쿠니 ,전경아 ,2009-01-14,9788996185512
"IT CookBook, 컴퓨터 활용과 실습 2016",김주영 ,,2019-07-15,9791156644507
게임 매니악스 액션 게임 알고리즘,"마츠우라 켄이치로 , 츠카사 유키 ",Wisdom Teeth ,2015-06-28,9788968482069
회사에서 바로 통하는 실무 엑셀 데이터 활용+분석,"김경자 , 송선영 ",,2019-06-10,9791162241851
게임 매니악스 퍼즐 게임 알고리즘,"마츠우라 켄이치로 , 츠카사 유키 ",김병국 ,2013-12-19,9788968480706
"IT CookBook, 엑셀과 파워포인트 2010 실무와 활용","전미진 , 고경희 ",,2014-02-24,9788998756789
파이썬으로 배우는 통계학 교과서,바바 신야 ,윤웅식 ,2019-11-22,9791162242452
실무에서 바로 통하는 자바,"다케다 하루키 , 와타나베 유지 , 사토 다이치 , 다다 다케아키 , 가미카와 노부히코 ",김성훈 ,2017-07-01,9788968488627
회사에서 바로 통하는 실무 엑셀 매크로&VBA,김경자 ,,2020-08-20,9791162243428
파이썬으로 배우는 통계학 교과서,바바 신야 ,윤웅식 ,2019-11-22,9791162242452
정유진의 웹 2.0 기획론: 강력한 웹 2.0 서비스를 만드는 13개의 키워드,정유진 ,,2006-12-15,8979144555
회사에서 바로 통하는  실무 엑셀+파워포인트+워드&한글(개정판),"전미진 , 이화진 , 신면철 ",,2020-04-10,9791162243008
개발자를 위한 파이썬,윤웅식 ,,2017-11-01,9791162240205
실무에서 바로 통하는 자바,"다케다 하루키 , 와타나베 유지 , 사토 다이치 , 다다 다케아키 , 가미카와 노부히코 ",김성훈 ,2017-07-01,9788968488627
게임 매니악스 탄막 게임 알고리즘,"마츠우라 켄이치로 , 츠카사 유키 ",윤석조 ,2014-02-22,9788968480812
회사에서 바로 통하는 실무 엑셀,한은숙 ,,2019-03-31,9791162241691
